100			0.028286 
101			0.028106 
102			0.027898 
103			0.027712 
104			0.027453 
105			0.027202 
106			0.027170 
107			0.026981 
108			0.027293 
109			0.027153 
110			0.026928 
111			0.026776 
112			0.026594 
113			0.026468 
114			0.026282 
115			0.026705 
116			0.026475 
117			0.026780 
118			0.026671 
119			0.026470 
120			0.026250 
121			0.026131 
122			0.026390 
123			0.026183 
124			0.026522 
125			0.026313 
126			0.026103 
127			0.025932 
128			0.025729 
129			0.025540 
130			0.025422 
131			0.025232 
132			0.025149 
133			0.025024 
134			0.024856 
135			0.024686 
136			0.024505 
137			0.024371 
138			0.024553 
139			0.024473 
140			0.024300 
141			0.024214 
142			0.024127 
143			0.024013 
144			0.023848 
145			0.023683 
146			0.023591 
147			0.023431 
148			0.023275 
149			0.023153 
150			0.023223 
151			0.023071 
152			0.023005 
153			0.022903 
154			0.023205 
155			0.023059 
156			0.022918 
157			0.022851 
158			0.022729 
159			0.022665 
160			0.022552 
161			0.022466 
162			0.022343 
163			0.022315 
164			0.022248 
165			0.022241 
166			0.022156 
167			0.022067 
168			0.022076 
169			0.022017 
170			0.021941 
171			0.021881 
172			0.021858 
173			0.021734 
174			0.021683 
175			0.021586 
176			0.021572 
177			0.021449 
178			0.021347 
179			0.021294 
180			0.021345 
181			0.021503 
182			0.021443 
183			0.021331 
184			0.021251 
185			0.021390 
186			0.021544 
187			0.021657 
188			0.021606 
189			0.021504 
190			0.021454 
191			0.021398 
192			0.021435 
193			0.021487 
194			0.021419 
195			0.021310 
196			0.021261 
197			0.021204 
198			0.021154 
199			0.021234 
200			0.021128 
201			0.021029 
202			0.020981 
203			0.020900 
204			0.020799 
205			0.020756 
206			0.020753 
207			0.020707 
208			0.020735 
209			0.020690 
210			0.020635 
211			0.020575 
212			0.020648 
213			0.020557 
214			0.020461 
215			0.020404 
216			0.020311 
217			0.020221 
218			0.020183 
219			0.020104 
220			0.020041 
221			0.019964 
222			0.019875 
223			0.019923 
224			0.019841 
225			0.019760 
226			0.019679 
227			0.019661 
228			0.019582 
229			0.019514 
230			0.019558 
231			0.019520 
232			0.019448 
233			0.019367 
234			0.019318 
235			0.019251 
236			0.019173 
237			0.019137 
238			0.019074 
239			0.019106 
240			0.019080 
241			0.019030 
242			0.018977 
243			0.018902 
244			0.018846 
245			0.018829 
246			0.018774 
247			0.018742 
248			0.018741 
249			0.018844 
250			0.018822 
251			0.018751 
252			0.018823 
253			0.018818 
254			0.018764 
255			0.018697 
256			0.018643 
257			0.018592 
258			0.018523 
259			0.018600 
260			0.018560 
261			0.018514 
262			0.018484 
263			0.018435 
264			0.018377 
265			0.018340 
266			0.018350 
267			0.018297 
268			0.018237 
269			0.018184 
270			0.018148 
271			0.018100 
272			0.018060 
273			0.018072 
274			0.018007 
275			0.017961 
276			0.017935 
277			0.017877 
278			0.017966 
279			0.017904 
280			0.017917 
281			0.017861 
282			0.017801 
283			0.017774 
284			0.017749 
285			0.017687 
286			0.017693 
287			0.017634 
288			0.017644 
289			0.017617 
290			0.017606 
291			0.017646 
292			0.017587 
293			0.017562 
294			0.017538 
295			0.017580 
296			0.017544 
297			0.017521 
298			0.017547 
299			0.017516 
300			0.017487 
301			0.017557 
302			0.017533 
303			0.017488 
304			0.017445 
305			0.017406 
306			0.017472 
307			0.017416 
308			0.017470 
309			0.017417 
310			0.017371 
311			0.017316 
312			0.017260 
313			0.017228 
314			0.017197 
315			0.017157 
316			0.017106 
317			0.017109 
318			0.017055 
319			0.017026 
320			0.016985 
321			0.016949 
322			0.016897 
323			0.016846 
324			0.016899 
325			0.016865 
326			0.016829 
327			0.016777 
328			0.016753 
329			0.016703 
330			0.016665 
331			0.016652 
332			0.016632 
333			0.016609 
334			0.016610 
335			0.016619 
336			0.016621 
337			0.016593 
338			0.016560 
339			0.016587 
340			0.016551 
341			0.016503 
342			0.016468 
343			0.016435 
344			0.016414 
345			0.016379 
346			0.016382 
347			0.016375 
348			0.016329 
349			0.016299 
350			0.016280 
351			0.016251 
352			0.016206 
353			0.016160 
354			0.016115 
355			0.016076 
356			0.016031 
357			0.016009 
358			0.015987 
359			0.015979 
360			0.015938 
361			0.015896 
362			0.015873 
363			0.015856 
364			0.015816 
365			0.015780 
366			0.015738 
367			0.015795 
368			0.015778 
369			0.015809 
370			0.015769 
371			0.015738 
372			0.015715 
373			0.015749 
374			0.015773 
375			0.015733 
376			0.015693 
377			0.015665 
378			0.015638 
379			0.015622 
380			0.015587 
381			0.015569 
382			0.015587 
383			0.015553 
384			0.015528 
385			0.015512 
386			0.015526 
387			0.015487 
388			0.015448 
389			0.015409 
390			0.015370 
391			0.015352 
392			0.015316 
393			0.015296 
394			0.015279 
395			0.015256 
396			0.015217 
397			0.015180 
398			0.015144 
399			0.015125 
400			0.015110 
401			0.015084 
402			0.015067 
403			0.015030 
404			0.014994 
405			0.015026 
406			0.014994 
407			0.014961 
408			0.014924 
409			0.014911 
410			0.014879 
411			0.014865 
412			0.014852 
413			0.014816 
414			0.014798 
415			0.014807 
416			0.014790 
417			0.014784 
418			0.014778 
419			0.014777 
420			0.014763 
421			0.014742 
422			0.014708 
423			0.014686 
424			0.014687 
425			0.014685 
426			0.014692 
427			0.014679 
428			0.014645 
429			0.014623 
430			0.014595 
431			0.014579 
432			0.014548 
433			0.014518 
434			0.014506 
435			0.014479 
436			0.014510 
437			0.014487 
438			0.014474 
439			0.014453 
440			0.014447 
441			0.014415 
442			0.014397 
443			0.014368 
444			0.014351 
445			0.014332 
446			0.014305 
447			0.014289 
448			0.014258 
449			0.014226 
450			0.014243 
451			0.014213 
452			0.014199 
453			0.014178 
454			0.014152 
455			0.014122 
456			0.014158 
457			0.014127 
458			0.014110 
459			0.014079 
460			0.014061 
461			0.014087 
462			0.014065 
463			0.014039 
464			0.014008 
465			0.014037 
466			0.014025 
467			0.014013 
468			0.013999 
469			0.013989 
470			0.013967 
471			0.013945 
472			0.013932 
473			0.013909 
474			0.013897 
475			0.013872 
476			0.013845 
477			0.013819 
478			0.013800 
479			0.013778 
480			0.013810 
481			0.013796 
482			0.013774 
483			0.013763 
484			0.013742 
485			0.013718 
486			0.013743 
487			0.013721 
488			0.013710 
489			0.013700 
490			0.013672 
491			0.013668 
492			0.013658 
493			0.013680 
494			0.013675 
495			0.013652 
496			0.013640 
497			0.013617 
498			0.013591 
499			0.013571 
500			0.013560 
501			0.013536 
502			0.013524 
503			0.013503 
504			0.013513 
505			0.013489 
506			0.013463 
507			0.013441 
508			0.013421 
509			0.013407 
510			0.013429 
511			0.013420 
512			0.013429 
513			0.013449 
514			0.013425 
515			0.013403 
516			0.013383 
517			0.013371 
518			0.013354 
519			0.013330 
520			0.013317 
521			0.013331 
522			0.013314 
523			0.013340 
524			0.013325 
525			0.013302 
526			0.013288 
527			0.013269 
528			0.013259 
529			0.013272 
530			0.013248 
531			0.013236 
532			0.013220 
533			0.013236 
534			0.013265 
535			0.013267 
536			0.013253 
537			0.013241 
538			0.013235 
539			0.013226 
540			0.013216 
541			0.013205 
542			0.013182 
543			0.013163 
544			0.013151 
545			0.013133 
546			0.013109 
547			0.013087 
548			0.013077 
549			0.013068 
550			0.013052 
551			0.013030 
552			0.013008 
553			0.013000 
554			0.012981 
555			0.012963 
556			0.012951 
557			0.012942 
558			0.012921 
559			0.012912 
560			0.012894 
561			0.012875 
562			0.012867 
563			0.012850 
564			0.012830 
565			0.012816 
566			0.012802 
567			0.012807 
568			0.012785 
569			0.012770 
570			0.012748 
571			0.012740 
572			0.012719 
573			0.012697 
574			0.012675 
575			0.012670 
576			0.012653 
577			0.012644 
578			0.012631 
579			0.012618 
580			0.012599 
581			0.012614 
582			0.012597 
583			0.012577 
584			0.012561 
585			0.012563 
586			0.012555 
587			0.012542 
588			0.012522 
589			0.012501 
590			0.012480 
591			0.012469 
592			0.012454 
593			0.012445 
594			0.012424 
595			0.012406 
596			0.012386 
597			0.012396 
598			0.012382 
599			0.012367 
600			0.012356 
601			0.012374 
602			0.012364 
603			0.012344 
604			0.012328 
605			0.012314 
606			0.012335 
607			0.012326 
608			0.012312 
609			0.012302 
610			0.012294 
611			0.012274 
612			0.012266 
613			0.012259 
614			0.012240 
615			0.012231 
616			0.012223 
617			0.012211 
618			0.012192 
619			0.012184 
620			0.012174 
621			0.012164 
622			0.012173 
623			0.012156 
624			0.012137 
625			0.012117 
626			0.012100 
627			0.012120 
628			0.012101 
629			0.012120 
630			0.012112 
631			0.012138 
632			0.012119 
633			0.012111 
634			0.012104 
635			0.012089 
636			0.012075 
637			0.012061 
638			0.012048 
639			0.012040 
640			0.012027 
641			0.012019 
642			0.012012 
643			0.012001 
644			0.011983 
645			0.011975 
646			0.011958 
647			0.011969 
648			0.011964 
649			0.011951 
650			0.011947 
651			0.011940 
652			0.011929 
653			0.011913 
654			0.011903 
655			0.011921 
656			0.011906 
657			0.011891 
658			0.011874 
659			0.011866 
660			0.011851 
661			0.011844 
662			0.011826 
663			0.011810 
664			0.011804 
665			0.011787 
666			0.011770 
667			0.011755 
668			0.011747 
669			0.011737 
670			0.011720 
671			0.011704 
672			0.011697 
673			0.011688 
674			0.011678 
675			0.011661 
676			0.011661 
677			0.011644 
678			0.011629 
679			0.011613 
680			0.011600 
681			0.011584 
682			0.011577 
683			0.011567 
684			0.011556 
685			0.011548 
686			0.011566 
687			0.011558 
688			0.011543 
689			0.011531 
690			0.011524 
691			0.011509 
692			0.011512 
693			0.011497 
694			0.011484 
695			0.011476 
696			0.011469 
697			0.011459 
698			0.011445 
699			0.011429 
700			0.011413 
701			0.011406 
702			0.011398 
703			0.011399 
704			0.011392 
705			0.011398 
706			0.011388 
707			0.011401 
708			0.011390 
709			0.011409 
710			0.011393 
711			0.011398 
712			0.011383 
713			0.011374 
714			0.011358 
715			0.011343 
716			0.011332 
717			0.011324 
718			0.011312 
719			0.011296 
720			0.011307 
721			0.011292 
722			0.011276 
723			0.011261 
724			0.011250 
725			0.011244 
726			0.011247 
727			0.011236 
728			0.011249 
729			0.011233 
730			0.011242 
731			0.011238 
732			0.011232 
733			0.011220 
734			0.011212 
735			0.011200 
736			0.011192 
737			0.011180 
738			0.011174 
739			0.011172 
740			0.011166 
741			0.011155 
742			0.011142 
743			0.011144 
744			0.011133 
745			0.011125 
746			0.011131 
747			0.011122 
748			0.011112 
749			0.011102 
750			0.011096 
751			0.011082 
752			0.011067 
753			0.011060 
754			0.011073 
755			0.011075 
756			0.011062 
757			0.011047 
758			0.011062 
759			0.011048 
760			0.011039 
761			0.011026 
762			0.011013 
763			0.011016 
764			0.011008 
765			0.011003 
766			0.010991 
767			0.010977 
768			0.010978 
769			0.010967 
770			0.010961 
771			0.010948 
772			0.010942 
773			0.010929 
774			0.010917 
775			0.010911 
776			0.010905 
777			0.010891 
778			0.010884 
779			0.010877 
780			0.010866 
781			0.010852 
782			0.010839 
783			0.010832 
784			0.010824 
785			0.010815 
786			0.010811 
787			0.010803 
788			0.010818 
789			0.010817 
790			0.010812 
791			0.010800 
792			0.010795 
793			0.010812 
794			0.010799 
795			0.010793 
796			0.010788 
797			0.010780 
798			0.010773 
799			0.010762 
800			0.010753 
801			0.010748 
802			0.010736 
803			0.010728 
804			0.010722 
805			0.010716 
806			0.010711 
807			0.010698 
808			0.010685 
809			0.010671 
810			0.010664 
811			0.010659 
812			0.010647 
813			0.010645 
814			0.010632 
815			0.010622 
816			0.010611 
817			0.010600 
818			0.010595 
819			0.010582 
820			0.010569 
821			0.010579 
822			0.010566 
823			0.010556 
824			0.010550 
825			0.010551 
826			0.010551 
827			0.010544 
828			0.010559 
829			0.010553 
830			0.010541 
831			0.010533 
832			0.010527 
833			0.010521 
834			0.010520 
835			0.010535 
836			0.010526 
837			0.010514 
838			0.010505 
839			0.010500 
840			0.010498 
841			0.010504 
842			0.010494 
843			0.010489 
844			0.010482 
845			0.010474 
846			0.010462 
847			0.010456 
848			0.010444 
849			0.010438 
850			0.010435 
851			0.010424 
852			0.010412 
853			0.010427 
854			0.010415 
855			0.010410 
856			0.010403 
857			0.010391 
858			0.010380 
859			0.010386 
860			0.010381 
861			0.010376 
862			0.010371 
863			0.010359 
864			0.010348 
865			0.010338 
866			0.010329 
867			0.010318 
868			0.010316 
869			0.010305 
870			0.010293 
871			0.010286 
872			0.010281 
873			0.010269 
874			0.010262 
875			0.010252 
876			0.010245 
877			0.010233 
878			0.010228 
879			0.010219 
880			0.010208 
881			0.010199 
882			0.010195 
883			0.010187 
884			0.010179 
885			0.010168 
886			0.010158 
887			0.010149 
888			0.010139 
889			0.010127 
890			0.010122 
891			0.010117 
892			0.010111 
893			0.010101 
894			0.010093 
895			0.010088 
896			0.010079 
