100		0.031300 
101		0.031041 
102		0.030674 
103		0.030591 
104		0.030742 
105		0.030683 
106		0.030798 
107		0.030429 
108		0.029835 
109		0.029515 
110		0.029299 
111		0.029062 
112		0.029140 
113		0.028730 
114		0.028647 
115		0.028297 
116		0.028230 
117		0.027703 
118		0.027438 
119		0.027409 
120		0.027586 
121		0.027379 
122		0.026860 
123		0.026862 
124		0.026496 
125		0.026879 
126		0.027057 
127		0.027067 
128		0.026944 
129		0.026817 
130		0.026990 
131		0.026980 
132		0.026755 
133		0.026812 
134		0.026649 
135		0.026574 
136		0.026506 
137		0.026448 
138		0.026153 
139		0.026268 
140		0.026277 
141		0.026022 
142		0.025964 
143		0.025876 
144		0.025880 
145		0.025924 
146		0.025894 
147		0.025948 
148		0.026066 
149		0.026150 
150		0.026014 
151		0.026262 
152		0.026053 
153		0.026170 
154		0.025946 
155		0.025820 
156		0.025659 
157		0.025546 
158		0.025390 
159		0.025320 
160		0.025189 
161		0.025015 
162		0.025079 
163		0.024981 
164		0.024826 
165		0.024642 
166		0.024606 
167		0.024598 
168		0.024618 
169		0.024503 
170		0.024502 
171		0.024309 
172		0.024253 
173		0.024262 
174		0.024178 
175		0.024181 
176		0.024021 
177		0.023884 
178		0.023729 
179		0.023659 
180		0.023502 
181		0.023235 
182		0.023121 
183		0.023009 
184		0.023163 
185		0.023042 
186		0.022796 
187		0.022849 
188		0.022650 
189		0.022621 
190		0.022514 
191		0.022540 
192		0.022371 
193		0.022342 
194		0.022200 
195		0.022084 
196		0.021960 
197		0.021912 
198		0.021778 
199		0.021526 
200		0.021552 
201		0.021531 
202		0.021356 
203		0.021427 
204		0.021329 
205		0.021249 
206		0.021196 
207		0.021066 
208		0.021035 
209		0.021010 
210		0.021034 
211		0.020921 
212		0.020800 
213		0.020874 
214		0.020849 
215		0.020792 
216		0.020742 
217		0.020729 
218		0.020784 
219		0.020766 
220		0.020759 
221		0.020679 
222		0.020645 
223		0.020501 
224		0.020436 
225		0.020467 
226		0.020434 
227		0.020337 
228		0.020417 
229		0.020334 
230		0.020171 
231		0.020199 
232		0.020121 
233		0.020245 
234		0.020220 
235		0.020213 
236		0.020196 
237		0.020124 
238		0.020040 
239		0.019904 
240		0.019957 
241		0.019889 
242		0.019859 
243		0.019918 
244		0.019876 
245		0.019805 
246		0.019810 
247		0.019862 
248		0.019772 
249		0.019562 
250		0.019516 
251		0.019486 
252		0.019395 
253		0.019272 
254		0.019206 
255		0.019289 
256		0.019334 
257		0.019362 
258		0.019308 
259		0.019174 
260		0.019106 
261		0.019134 
262		0.019182 
263		0.019127 
264		0.019104 
265		0.019096 
266		0.019027 
267		0.019182 
268		0.019207 
269		0.019195 
270		0.019167 
271		0.019128 
272		0.019081 
273		0.018970 
274		0.018945 
275		0.018921 
276		0.018819 
277		0.018802 
278		0.018643 
279		0.018622 
280		0.018543 
281		0.018519 
282		0.018477 
283		0.018425 
284		0.018390 
285		0.018344 
286		0.018268 
287		0.018202 
288		0.018134 
289		0.018092 
290		0.018025 
291		0.017988 
292		0.017947 
293		0.017950 
294		0.017873 
295		0.017724 
296		0.017692 
297		0.017631 
298		0.017504 
299		0.017519 
300		0.017472 
301		0.017431 
302		0.017351 
303		0.017409 
304		0.017392 
305		0.017376 
306		0.017240 
307		0.017223 
308		0.017126 
309		0.017090 
310		0.017084 
311		0.017138 
312		0.017091 
313		0.017019 
314		0.017049 
315		0.017117 
316		0.017184 
317		0.017144 
318		0.017115 
319		0.017073 
320		0.017057 
321		0.017048 
322		0.017019 
323		0.017000 
324		0.016966 
325		0.016950 
326		0.016936 
327		0.016913 
328		0.016944 
329		0.016901 
330		0.016874 
331		0.016820 
332		0.016773 
333		0.016701 
334		0.016638 
335		0.016555 
336		0.016487 
337		0.016461 
338		0.016444 
339		0.016328 
340		0.016283 
341		0.016265 
342		0.016241 
343		0.016301 
344		0.016257 
345		0.016239 
346		0.016200 
347		0.016128 
348		0.016135 
349		0.016096 
350		0.016022 
351		0.016009 
352		0.016036 
353		0.016073 
354		0.016122 
355		0.016169 
356		0.016187 
357		0.016138 
358		0.016085 
359		0.016037 
360		0.016063 
361		0.016018 
362		0.015967 
363		0.015976 
364		0.016019 
365		0.016034 
366		0.016047 
367		0.015938 
368		0.015899 
369		0.015818 
370		0.015835 
371		0.015798 
372		0.015794 
373		0.015755 
374		0.015677 
375		0.015673 
376		0.015630 
377		0.015674 
378		0.015669 
379		0.015686 
380		0.015655 
381		0.015598 
382		0.015567 
383		0.015553 
384		0.015541 
385		0.015510 
386		0.015443 
387		0.015410 
388		0.015416 
389		0.015395 
390		0.015383 
391		0.015324 
392		0.015318 
393		0.015302 
394		0.015337 
395		0.015343 
396		0.015333 
397		0.015382 
398		0.015387 
399		0.015362 
400		0.015321 
401		0.015300 
402		0.015278 
403		0.015281 
404		0.015243 
405		0.015155 
406		0.015138 
407		0.015130 
408		0.015107 
409		0.015073 
410		0.015032 
411		0.015037 
412		0.015007 
413		0.015043 
414		0.015085 
415		0.015023 
416		0.015001 
417		0.014988 
418		0.015010 
419		0.014951 
420		0.014947 
421		0.014955 
422		0.014954 
